player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Zack Sanders,55638,CB,OHIO,10,361,0,259,0,5.9,66.7,95.4,10.0,6.7,0,0,0.0,53.2,0,7,0.0,0,0,111.6,6,62,17.2,65,1,5,9,2,31,7,0.5,5.2,0,1,6.8,57.1,95.6,12.6,7.2,0,5,14.3,69.2,3,33,15.0,3,5,44.5,20,263,72.9,275,4,16,35,0,256,130,1.0,12.8
Tre Shaw,55648,CB,W KENTUCKY,8,74,0,346,0,17.0,50.0,100.0,5.0,2.5,1,2,50.0,69.1,0,14,,0,2,111.5,2,10,13.5,10,0,0,4,2,27,0,2.7,13.5,0,0,18.4,40.0,94.5,25.0,10.0,0,1,20.0,59.0,1,39,0.0,0,1,41.7,2,52,70.3,55,0,4,5,0,55,9,1.1,27.5
Tariq Drake,55668,S,OHIO,10,424,0,259,0,15.0,50.0,100.0,37.0,18.5,0,1,25.0,65.1,0,27,57.1,4,1,79.2,2,82,19.3,82,0,3,4,0,34,7,0.5,17.0,0,4,13.1,61.9,100.0,22.0,13.6,1,2,9.5,72.9,3,54,16.0,4,2,75.2,13,299,70.5,299,5,17,21,1,228,109,0.8,17.5
Justin Broiles,55678,S,OKLAHOMA,12,300,0,261,0,-2.0,0.0,92.3,,33.0,0,0,0.0,68.3,0,,0.0,0,0,39.6,0,36,12.0,39,0,1,1,0,0,0,0.0,,0,3,7.2,77.8,95.5,14.4,11.2,0,0,0.0,62.0,1,26,21.9,7,0,83.6,14,210,70.0,220,2,22,18,0,173,97,0.9,12.4
Kordell Rodgers,55713,CB,TEXAS ST,9,299,0,314,0,15.0,0.0,100.0,,21.0,0,1,100.0,71.7,0,,,0,0,39.6,0,22,7.4,22,0,0,1,0,0,0,0.0,,0,2,15.0,65.0,99.5,15.6,10.2,0,3,15.0,78.4,2,28,23.5,4,1,41.0,13,209,69.9,210,3,11,20,0,117,28,0.6,9.0
Orlando Lacey,55720,LB,TROY,1,2,0,318,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,1.0,1.0,0,0,0.0,52.7,0,18,100.0,1,0,118.8,1,1,50.0,1,0,0,1,0,18,16,18.0,18.0
Grayson Cash,55727,S,UAB,12,354,0,321,0,11.0,80.0,98.2,26.0,20.8,1,0,0.0,72.1,1,60,0.0,0,0,118.8,4,108,30.5,110,3,3,5,1,64,45,0.6,16.0,0,5,10.4,66.7,99.5,34.5,23.0,0,3,33.3,83.3,2,37,4.8,1,3,53.2,6,214,60.5,215,3,15,9,0,76,8,0.4,12.7
Andre Grayson,55735,CB,UTAH ST,12,258,0,329,0,18.8,50.0,100.0,10.8,5.4,0,5,25.0,67.6,0,62,0.0,0,3,129.0,10,118,45.7,118,2,6,20,2,249,79,2.3,24.9,0,0,12.1,75.0,100.0,11.0,8.3,0,0,0.0,53.9,0,31,16.7,1,0,151.0,9,107,41.5,107,1,5,12,2,135,40,1.4,15.0
Zahodri Jackson,55736,CB,N TEXAS,3,56,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,1.8,1,0,0,0,0,0,0,0.0,,0,1,10.3,100.0,100.0,9.5,9.5,0,0,0.0,53.1,0,48,20.0,1,0,158.3,4,38,67.9,38,0,3,4,2,148,107,3.9,37.0
Keyon Blankenbaker,55749,CB,TEXAS TECH,10,38,0,315,0,12.0,33.3,85.7,10.0,3.3,0,0,0.0,50.9,0,1,,0,0,81.9,1,12,31.6,14,0,0,3,1,1,4,0.1,1.0,0,0,4.7,66.7,100.0,11.0,7.3,0,0,0.0,63.0,0,10,50.0,1,0,70.1,2,25,65.8,25,0,1,3,0,6,0,0.3,3.0
C.J. Coldon,55750,CB,OKLAHOMA,10,258,0,261,0,9.1,66.7,100.0,5.8,3.8,0,1,8.3,55.3,1,47,28.6,2,1,60.4,8,49,19.0,49,1,5,12,0,108,60,2.3,13.5,0,2,15.1,58.6,99.4,9.4,5.5,0,1,3.4,61.9,3,55,7.1,1,1,66.2,17,167,64.7,168,3,11,29,1,302,88,1.9,17.8
Jordyn Riley,55767,S,LA MONROE,9,70,0,209,0,12.0,50.0,100.0,9.0,4.5,0,0,0.0,57.6,0,14,0.0,0,0,72.9,1,9,12.9,9,0,1,2,0,14,1,1.6,14.0,0,1,4.3,66.7,96.0,8.0,5.3,0,0,0.0,55.0,0,11,33.3,1,0,74.8,6,48,68.6,50,1,1,9,0,37,21,0.8,6.2
Steven Jones Jr.,55785,CB,APP STATE,12,407,0,108,0,12.7,57.1,100.0,11.4,6.5,0,2,14.3,63.0,0,36,0.0,0,2,80.7,8,100,24.6,100,2,7,14,0,104,33,1.1,13.0,0,1,11.6,48.8,99.6,10.8,5.3,1,10,24.4,71.6,0,38,22.7,5,8,85.7,20,225,55.3,226,5,16,41,2,263,56,1.2,13.2
Jarques McClellion,55795,S,FLORIDA ST,8,66,0,167,0,14.0,0.0,91.3,,20.0,0,0,0.0,47.6,0,,33.3,1,0,39.6,0,21,31.8,23,0,2,1,0,0,0,0.0,,0,1,20.0,0.0,93.3,,26.0,0,0,0.0,43.5,0,,0.0,0,0,39.6,0,28,42.4,30,0,1,1,0,0,0,0.0,
Korey Hernandez,55796,CB,E MICHIGAN,8,65,0,160,0,17.0,40.0,100.0,13.0,5.2,0,2,40.0,65.8,0,41,0.0,0,1,80.4,2,31,47.7,31,0,2,5,0,54,26,2.1,27.0,0,1,12.6,85.7,100.0,5.0,4.3,0,1,14.3,63.8,0,36,14.3,1,1,158.3,6,32,49.2,32,2,5,7,1,88,26,2.9,14.7
Jahmin Muse,55830,S,BUFFALO,12,403,0,126,1,5.2,50.0,83.7,22.4,11.2,0,1,10.0,71.3,0,34,0.0,0,1,101.7,5,123,30.5,147,4,6,10,1,59,66,0.5,11.8,0,5,4.7,57.1,97.9,55.3,31.6,0,0,0.0,67.5,0,49,23.5,4,0,81.8,4,228,56.6,233,4,8,7,0,54,40,0.2,13.5
Isaiah Lewis,55854,S,COLORADO,4,60,0,143,1,10.0,0.0,100.0,,12.0,0,0,0.0,71.9,1,,0.0,0,0,0.0,0,12,20.0,12,0,0,1,0,0,0,0.0,,0,0,16.7,50.0,100.0,13.0,6.5,0,1,16.7,42.0,0,22,14.3,1,1,68.8,3,40,66.7,40,0,6,6,0,36,12,0.9,12.0
Davondre Robinson,55861,S,CHARLOTTE,6,72,0,136,0,6.5,0.0,94.4,,8.5,0,1,50.0,75.4,0,,,0,1,39.6,0,17,23.6,18,0,0,2,0,0,0,0.0,,0,2,23.3,66.7,100.0,23.0,15.3,0,0,0.0,35.6,0,55,0.0,0,0,149.3,2,48,66.7,48,0,5,3,1,69,44,1.5,34.5
Blake Bogan,55868,S,E MICHIGAN,4,104,0,160,0,6.0,66.7,96.2,11.5,7.7,0,0,0.0,66.5,0,12,0.0,0,0,77.1,2,25,24.0,26,1,2,3,0,14,4,0.6,7.0,0,0,17.0,25.0,100.0,61.0,15.3,0,0,0.0,66.8,1,5,25.0,1,0,0.0,1,64,61.5,64,1,3,4,0,5,1,0.1,5.0
Cyrus Fagan,55895,S,NC STATE,12,440,0,248,1,7.0,60.0,98.8,12.5,7.5,0,3,15.0,81.6,1,24,5.3,1,2,67.1,12,160,36.4,162,6,17,20,1,92,40,0.6,7.7,0,1,9.2,80.0,100.0,33.3,26.6,0,1,20.0,62.0,0,39,30.0,3,1,156.3,4,137,31.1,137,0,6,5,1,60,31,0.5,15.0
William Poole,55911,CB,GEORGIA,1,9,0,173,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,5,55.6,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,22.2,2,0,0,0,0,0,0,0.0,
Latavious Brini,55915,S,ARKANSAS,12,371,0,111,0,4.4,62.5,83.5,16.0,10.0,0,1,12.5,57.5,0,22,0.0,0,0,107.8,5,91,24.5,109,2,5,8,2,27,32,0.3,5.4,0,1,9.3,72.7,92.3,22.1,16.1,0,0,0.0,68.2,0,25,12.5,2,0,104.7,8,193,52.0,209,1,13,11,0,111,79,0.6,13.9
Ameer Speed,55918,CB,MICH STATE,12,362,0,223,1,10.2,70.6,100.0,7.1,5.0,0,1,5.9,58.8,0,32,0.0,0,1,99.1,12,92,25.4,92,2,9,17,0,156,45,1.8,13.0,0,3,11.1,73.0,97.2,7.3,5.3,0,4,10.8,54.1,0,37,0.0,0,4,97.7,27,206,56.9,212,2,22,37,0,309,75,1.6,11.4
Devodric Bynum,55931,CB,UAB,12,293,0,321,0,9.5,64.3,96.9,10.0,6.4,0,2,14.3,75.6,0,17,28.6,2,2,97.3,9,94,32.1,97,4,5,14,1,60,48,0.7,6.7,0,2,8.0,64.0,100.0,10.9,7.0,2,5,20.0,73.3,0,53,5.3,1,4,92.6,16,179,61.1,179,3,16,25,0,223,106,1.3,13.9
Bennett Williams,55954,CB,OREGON,12,423,0,264,1,6.4,64.7,97.3,9.4,6.1,0,4,23.5,65.4,0,29,7.1,1,3,79.5,11,109,25.8,112,3,12,17,0,96,48,0.9,8.7,0,1,9.5,76.5,95.2,9.4,7.2,0,2,5.9,64.9,2,76,19.2,5,2,113.8,26,256,60.5,269,8,20,34,3,352,193,1.4,13.5
Bryant Fitzgerald,55961,S,INDIANA,11,324,0,190,0,5.2,70.0,88.6,7.0,4.9,0,1,5.0,46.8,0,26,28.6,4,1,103.3,14,109,33.6,123,3,10,20,1,126,96,1.3,9.0,0,2,7.0,75.0,96.7,14.4,10.8,0,0,0.0,46.0,0,26,9.5,2,0,99.7,12,175,54.0,181,2,17,16,0,135,64,0.8,11.3
Trey Creamer,55962,CB,CHARLOTTE,2,45,0,136,0,,,100.0,,,0,0,,65.1,0,,,0,0,0.0,0,10,22.2,10,0,0,0,0,0,0,0.0,,0,1,13.7,66.7,100.0,10.0,6.7,0,1,33.3,67.0,0,7,0.0,0,0,72.9,2,21,46.7,21,0,1,3,0,11,0,0.6,5.5
Camron Harrell,55965,CB,SO MISS,12,192,0,296,0,26.3,50.0,91.2,15.0,7.5,0,1,25.0,60.2,0,42,,0,1,95.8,2,31,16.1,34,0,0,4,0,58,13,1.9,29.0,0,1,6.3,83.3,88.5,13.1,10.9,0,0,0.0,66.2,2,22,15.4,2,0,55.9,10,139,72.4,157,4,10,12,0,83,52,0.6,8.3
Datrone Young,55969,CB,DUKE,11,362,0,154,0,18.6,50.0,100.0,9.6,4.8,0,2,11.1,56.1,0,37,20.0,1,1,115.5,9,91,25.1,91,1,4,18,3,139,26,1.6,15.4,0,1,16.0,58.6,100.0,11.1,6.5,0,3,10.3,54.4,1,53,15.4,2,2,71.5,17,193,53.3,193,2,10,29,0,243,45,1.3,14.3
Gervarrius Owens,55987,S,HOUSTON,11,403,0,182,1,12.0,66.7,96.1,28.5,19.0,0,0,0.0,61.6,0,25,25.0,2,0,120.8,4,124,30.8,129,0,5,6,1,34,31,0.3,8.5,0,2,8.2,73.3,98.8,20.8,15.3,3,5,33.3,89.6,1,35,23.5,8,5,71.0,11,238,59.1,241,2,24,15,0,128,79,0.6,11.6
Tyrell Ajian,55995,S,KENTUCKY,11,264,0,202,0,6.5,100.0,100.0,13.0,13.0,0,0,0.0,71.7,0,12,25.0,1,0,133.3,2,29,11.0,29,0,3,2,1,13,1,0.5,6.5,0,2,2.7,50.0,99.5,61.3,30.7,0,1,16.7,66.0,0,14,18.2,2,1,66.7,3,192,72.7,193,6,7,6,0,33,16,0.2,11.0
Bralen Trahan,56012,S,LA LAFAYET,12,398,0,207,1,5.5,66.7,98.4,13.8,9.2,0,1,16.7,63.6,0,10,0.0,0,1,113.9,4,61,15.3,62,1,6,6,1,24,6,0.4,6.0,0,4,6.1,64.7,98.1,22.5,14.5,1,0,0.0,68.4,2,35,13.6,3,0,61.3,11,257,64.6,262,4,15,17,1,103,65,0.4,9.4
Kenny Bennett,56032,S,GA TECH,2,7,0,176,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,16.0,0.0,83.3,,5.0,0,1,100.0,69.3,0,,,0,1,39.6,0,5,71.4,6,0,0,1,0,0,0,0.0,
Xavier Cullens,56044,LB,MEMPHIS,12,361,0,218,0,5.5,100.0,53.3,23.0,23.0,0,0,0.0,64.6,0,18,0.0,0,0,118.8,2,48,13.3,90,1,1,2,0,28,17,0.6,14.0,0,5,5.4,76.2,90.6,14.3,10.9,0,1,4.8,86.8,3,27,22.2,6,1,72.2,16,232,64.3,256,10,16,21,1,153,112,0.7,9.6
Derrick Smith,56050,LB,W KENTUCKY,13,384,0,346,2,5.9,57.1,89.5,16.3,9.3,0,1,14.3,66.3,0,14,37.5,3,0,75.3,4,68,17.7,76,2,3,7,0,43,23,0.7,10.8,0,5,5.0,82.6,93.2,12.6,10.4,1,0,0.0,56.7,1,24,17.4,4,0,87.0,19,248,64.6,266,5,14,23,0,212,153,0.9,11.2
Jaylen Kelly-Powell,56057,S,AKRON,6,114,0,102,0,1.5,50.0,85.4,33.0,16.5,0,0,0.0,49.0,0,3,0.0,0,0,56.3,1,41,36.0,48,1,1,2,0,3,7,0.1,3.0,0,0,23.0,66.7,100.0,26.0,17.3,0,0,0.0,45.8,0,35,25.0,1,0,149.3,2,54,47.4,54,0,3,3,1,57,4,1.1,28.5
Hunter Reynolds,56060,S,UTAH ST,12,392,0,329,2,21.0,33.3,93.3,164.0,54.7,3,3,100.0,89.5,1,4,0.0,0,3,2.8,1,181,46.2,194,2,9,3,0,4,0,0.0,4.0,0,1,14.5,25.0,94.9,53.7,13.4,1,4,33.3,85.7,2,29,14.3,1,2,3.5,3,169,43.1,178,0,5,12,0,46,13,0.3,15.3
Cameron Ruiz,56131,CB,TEMPLE,12,115,0,306,0,9.2,83.3,100.0,5.6,4.7,0,0,0.0,66.8,0,13,0.0,0,0,129.9,5,29,25.2,29,2,3,6,1,34,14,1.2,6.8,0,0,7.5,72.7,100.0,7.9,5.7,0,1,9.1,67.0,0,19,0.0,0,1,98.3,8,66,57.4,66,2,4,11,0,94,68,1.5,11.8
Tavyn Jackson,56164,S,COAST CAR,11,191,0,141,0,14.0,0.0,95.2,,20.0,0,0,0.0,66.3,0,,,0,0,39.6,0,20,10.5,21,0,0,1,0,0,0,0.0,,0,0,12.8,62.5,98.3,21.8,13.6,0,1,12.5,64.8,1,45,22.2,2,1,51.6,5,114,59.7,116,0,7,8,0,71,22,0.7,14.2
Eric Coley,56200,S,SYRACUSE,6,50,0,304,0,9.0,100.0,75.0,11.0,11.0,0,0,0.0,58.4,0,10,0.0,0,0,108.3,1,12,24.0,16,0,1,1,0,10,1,0.9,10.0,0,1,7.0,33.3,100.0,29.0,9.7,1,1,33.3,62.8,0,10,50.0,1,1,43.8,1,30,60.0,30,0,0,3,0,10,13,0.3,10.0
Noah Daniels,56206,CB,TCU,5,27,0,305,0,16.8,60.0,100.0,3.3,2.0,0,0,0.0,40.1,0,29,50.0,1,0,143.8,3,10,37.0,10,0,1,5,1,70,10,7.0,23.3,0,0,8.0,0.0,100.0,,5.5,0,1,50.0,74.9,0,,,0,1,39.6,0,11,40.7,11,0,0,2,0,0,0,0.0,
Christian Braswell,56207,CB,RUTGERS,12,299,0,278,0,11.3,47.1,100.0,13.5,6.4,0,5,29.4,69.4,0,43,14.3,1,3,70.0,8,116,38.8,116,1,6,17,0,117,68,1.1,14.6,0,2,5.5,66.7,98.7,10.1,6.7,0,5,23.8,84.0,1,26,0.0,0,5,56.1,14,152,50.8,154,4,11,21,0,92,61,0.7,6.6
Myles Jones,56220,CB,TEXAS A&M,1,10,0,312,0,1.0,100.0,100.0,1.0,1.0,0,0,0.0,68.0,0,1,0.0,0,0,79.2,1,1,10.0,1,1,1,1,0,1,0,1.0,1.0,0,0,30.5,50.0,100.0,7.0,3.5,0,0,0.0,29.7,0,56,,0,0,135.4,1,7,70.0,7,0,0,2,1,56,8,8.0,56.0
John Davis,56230,CB,N TEXAS,1,11,0,251,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,20.0,50.0,100.0,6.0,3.0,0,0,0.0,53.3,0,38,0.0,0,0,95.8,1,6,54.5,6,0,2,2,0,38,4,6.3,38.0
Adrian Frye,56233,CB,TEXAS TECH,6,43,0,315,0,-2.0,100.0,100.0,5.0,5.0,0,0,0.0,37.4,0,3,,0,0,118.8,1,6,14.0,6,0,0,1,1,3,5,0.6,3.0,0,0,18.0,66.7,100.0,13.0,8.7,0,0,0.0,62.6,0,54,0.0,0,0,149.3,2,27,62.8,27,2,2,3,1,56,5,2.2,28.0
Jordan Perryman,56240,CB,WASHINGTON,9,278,0,340,0,16.9,35.7,100.0,13.8,4.9,0,0,0.0,52.8,0,39,33.3,1,0,88.7,5,74,26.6,74,1,2,14,1,111,35,1.6,22.2,0,0,8.8,79.2,98.8,8.5,6.7,0,0,0.0,56.1,0,48,25.0,4,0,126.2,19,169,60.8,171,2,12,24,1,263,107,1.6,13.8
Shea Pitts,56242,LB,UCLA,3,18,0,324,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,11.1,2,0,0,0,0,0,0,0.0,,0,1,-0.5,100.0,100.0,4.5,4.5,0,0,0.0,64.5,0,6,33.3,1,0,83.3,2,10,55.6,10,1,1,2,0,8,9,0.9,4.0
Elijah Gates,56243,S,FRESNO ST,7,193,0,169,1,4.0,20.0,95.9,61.0,12.2,0,1,20.0,63.9,0,8,0.0,0,1,39.6,1,70,36.3,73,1,6,5,0,8,3,0.1,8.0,0,0,4.5,75.0,96.0,30.3,22.8,0,0,0.0,69.6,0,14,0.0,0,0,94.8,3,96,49.7,100,1,4,4,0,29,7,0.3,9.7
Jay Shaw,56244,CB,WISCONSIN,12,304,0,349,1,12.9,46.7,100.0,7.1,3.3,0,3,20.0,54.7,0,35,0.0,0,2,71.3,7,54,17.8,54,1,7,15,0,109,24,2.2,15.6,0,2,11.3,50.0,100.0,17.3,8.7,1,4,16.7,67.1,1,42,18.8,3,4,66.3,12,212,69.7,212,1,11,24,1,150,47,0.7,12.5
Mo Osling III,56246,S,UCLA,12,481,0,324,1,10.3,50.0,94.1,26.5,13.3,0,1,25.0,61.6,0,9,20.0,1,1,60.4,2,64,13.3,68,0,3,4,0,16,7,0.3,8.0,0,4,12.0,66.7,100.0,20.1,13.4,0,2,9.5,64.3,0,49,9.4,3,2,116.4,14,298,62.0,298,6,25,21,1,216,58,0.8,15.4
Armani Marsh,56292,CB,WASH STATE,11,424,0,341,1,16.1,66.7,93.0,11.1,7.4,0,0,0.0,64.8,0,39,9.1,1,0,122.9,10,119,28.1,128,4,9,15,1,155,41,1.4,15.5,0,4,3.7,73.8,95.9,7.3,5.4,0,2,4.8,72.2,1,47,9.1,3,1,88.2,31,236,55.7,246,11,26,42,1,268,215,1.2,8.6
Jalen Harris,56321,ED,ARIZONA,12,21,0,109,1,0.5,100.0,9.8,5.5,5.5,0,0,0.0,72.5,0,15,0.0,0,0,104.2,2,12,57.1,123,6,3,2,0,18,17,1.6,9.0,0,1,-2.0,100.0,4.3,4.0,4.0,0,0,0.0,63.9,0,6,16.7,1,0,87.5,2,9,42.9,209,2,4,2,0,10,14,1.3,5.0
Jose Ramirez,56323,ED,E MICHIGAN,11,4,0,160,1,,,0.6,,,0,0,,62.3,0,,33.3,1,0,0.0,0,1,25.0,167,6,1,0,0,0,0,0.0,,0,0,,,1.9,,,0,0,,60.5,0,,100.0,1,0,0.0,0,2,50.0,103,4,0,0,0,0,0,0.0,
Cole Maxwell,56332,ED,BAYLOR,9,6,0,118,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,61.1,0,,0.0,0,0,0.0,0,5,83.3,80,0,1,0,0,0,0,0.0,
Marcus Valdez,56333,ED,BOSTON COL,12,4,0,121,0,,,3.3,,,0,0,,60.4,0,,,0,0,0.0,0,4,100.0,121,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,65.7,0,,80.0,4,0,0.0,0,0,0.0,154,4,1,0,0,0,0,,
Myles Cecil,56334,DI,VANDERBILT,10,2,0,333,0,,,8.3,,,0,0,,59.2,0,,,0,0,0.0,0,2,100.0,24,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,56.1,0,,0.0,0,0,0.0,0,0,0.0,83,1,1,0,0,0,0,,
Nick Figueroa,56335,ED,USC,12,21,0,326,0,9.0,0.0,4.2,,1.0,0,0,0.0,50.1,0,,50.0,1,0,39.6,0,2,9.5,48,0,1,1,0,0,0,0.0,,0,0,6.0,100.0,18.6,16.0,16.0,0,0,0.0,58.1,0,15,0.0,0,0,118.8,1,18,85.7,97,3,1,1,0,15,9,0.9,15.0
Andre Jones,56395,ED,LA LAFAYET,12,46,0,207,1,,,4.8,,,0,0,,48.9,0,,50.0,1,0,0.0,0,3,6.5,62,1,0,0,0,0,0,0.0,,0,1,4.3,75.0,18.5,12.7,9.5,0,0,0.0,78.5,1,9,22.2,2,0,42.7,3,39,84.8,211,8,6,4,0,17,8,0.4,5.7
Ibrahim Kante,56423,ED,BUFFALO,12,2,0,126,0,,,1.8,,,0,0,,60.1,0,,,0,0,0.0,0,2,100.0,113,1,0,0,0,0,0,0.0,,0,2,,,0.0,,,0,0,,65.8,0,,25.0,1,0,0.0,0,0,0.0,176,3,1,0,0,0,0,,
Brock Martin,56439,ED,OKLA STATE,11,51,0,262,0,,,7.6,,,0,0,,65.7,0,,50.0,1,0,0.0,0,10,19.6,132,2,1,0,0,0,0,0.0,,0,2,-3.0,66.7,18.7,16.0,10.7,0,0,0.0,67.7,0,2,42.9,3,0,70.1,2,32,62.7,171,5,2,3,0,1,9,0.0,0.5
Marcus Haynes,56441,ED,DOMINION,12,44,0,263,1,-5.5,100.0,17.1,6.0,6.0,0,1,50.0,52.6,0,18,0.0,0,1,118.8,2,12,27.3,70,1,1,2,0,29,40,2.4,14.5,0,2,1.3,66.7,14.6,12.5,8.3,0,0,0.0,71.2,0,6,42.9,3,0,70.1,2,27,61.4,185,3,2,3,0,9,4,0.4,4.5
TyJuan Garbutt,56473,ED,VA TECH,9,17,0,337,0,26.0,0.0,3.4,,2.0,0,0,0.0,54.2,0,,,0,0,39.6,0,2,11.8,58,0,0,1,0,0,0,0.0,,0,0,-6.0,100.0,7.5,11.0,11.0,0,0,0.0,64.1,0,11,0.0,0,0,112.5,1,12,70.6,159,10,3,1,0,11,17,1.0,11.0
Zion DeBose,56476,ED,KANSAS,10,5,0,198,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,11,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,10.0,2.0,2.0,0,0,0.0,53.0,0,8,0.0,0,0,97.9,2,4,80.0,40,0,2,2,0,15,7,3.8,7.5
Victor Jones,56486,ED,AKRON,12,59,0,102,0,,,6.7,,,0,0,,60.8,0,,,0,0,0.0,0,6,10.2,90,0,0,0,0,0,0,0.0,,0,2,11.0,66.7,20.9,10.8,7.2,0,0,0.0,47.9,0,33,0.0,0,0,108.3,4,44,74.6,211,6,4,6,0,73,20,1.7,18.3
Walter Haire,56555,DI,BOWL GREEN,12,5,0,122,0,-8.0,100.0,4.4,2.0,2.0,0,0,0.0,57.2,0,10,100.0,1,0,108.3,1,2,40.0,45,0,0,1,0,10,18,5.0,10.0,0,2,,,2.6,,,0,0,,62.0,1,,0.0,0,0,0.0,0,3,60.0,116,3,3,0,0,0,0,0.0,
Kolby Wyatt,56615,ED,HAWAII,10,3,0,180,1,-3.0,0.0,5.3,,2.0,0,0,0.0,67.9,0,,0.0,0,0,39.6,0,2,66.7,38,0,0,1,0,0,0,0.0,,0,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,34,0,0,0,0,0,0,0.0,
Alfred Bryant,56647,ED,INDIANA,12,76,0,190,0,,,8.7,,,0,0,,64.2,0,,25.0,1,0,0.0,0,11,14.5,127,1,3,0,0,0,0,0.0,,0,2,0.9,100.0,30.6,7.9,7.9,1,1,14.3,64.8,0,18,40.0,2,1,145.5,7,56,73.7,183,4,1,7,1,66,60,1.2,9.4
Bryce Brand,56691,ED,BOWL GREEN,12,22,0,122,0,,,18.8,,,0,0,,65.1,0,,,0,0,0.0,0,6,27.3,32,0,0,0,0,0,0,0.0,,0,0,7.7,66.7,16.1,7.0,4.7,0,1,33.3,60.0,0,23,50.0,1,1,96.5,2,14,63.6,87,0,1,3,0,28,28,2.0,14.0
DJ Johnson,56704,ED,OREGON,11,52,0,264,1,,,9.7,,,0,0,,63.6,0,,0.0,0,0,0.0,0,6,11.5,62,1,0,0,0,0,0,0.0,,0,1,1.0,80.0,21.4,4.4,3.5,0,0,0.0,47.5,0,16,33.3,2,0,91.3,8,37,71.2,173,5,3,10,0,59,59,1.7,7.4
Damian Jackson,56747,ED,BUFFALO,12,36,0,126,0,,,11.4,,,0,0,,58.1,0,,100.0,2,0,0.0,0,9,25.0,79,1,0,0,0,0,0,0.0,,0,0,10.0,100.0,22.9,13.0,13.0,0,0,0.0,60.9,0,16,0.0,0,0,110.4,2,27,75.0,118,0,2,2,0,21,1,0.8,10.5
Jordon Riley,56759,DI,OREGON,12,5,0,264,0,,,2.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,40,0,0,0,0,0,0,,,0,1,,,2.6,,,0,0,,60.8,0,,0.0,0,0,0.0,0,3,60.0,114,1,1,0,0,0,0,0.0,
Kofi Wardlow,56785,ED,CHARLOTTE,11,3,0,136,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,60.1,0,,0.0,0,0,0.0,0,2,66.7,89,4,2,0,0,0,0,0.0,
Deslin Alexandre,56807,ED,PITTSBURGH,9,4,0,268,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,0,,,2.4,,,0,0,,61.4,0,,0.0,0,0,0.0,0,4,100.0,170,2,2,0,0,0,0,0.0,
Brad Johnson,56831,LB,S CAROLINA,11,181,0,289,0,0.5,50.0,63.2,64.0,32.0,0,0,0.0,61.7,1,20,50.0,1,0,45.8,1,67,37.0,106,0,1,2,0,20,18,0.3,20.0,0,0,-2.2,100.0,87.4,13.7,13.7,0,0,0.0,62.0,0,17,0.0,0,0,93.8,6,90,49.7,103,2,5,6,0,39,52,0.5,6.5
