player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jakorian Bennett,129496,CB,MARYLAND,11,369,0,215,0,13.3,55.3,99.0,8.0,4.4,0,4,10.5,62.3,3,45,16.7,2,4,68.8,21,189,51.2,191,4,10,38,2,328,110,2.0,15.6,0,1,15.0,45.5,99.4,14.9,6.8,2,5,22.7,69.7,0,41,28.6,2,4,79.4,10,154,41.7,155,2,4,22,1,128,45,0.9,12.8
Beau Brade,129499,S,MARYLAND,8,56,0,215,1,6.5,100.0,88.6,14.5,14.5,0,0,0.0,56.6,0,22,25.0,1,0,118.8,2,31,55.4,35,1,2,2,0,34,21,1.2,17.0,0,1,7.5,0.0,100.0,,11.0,0,0,0.0,72.3,0,,0.0,0,0,39.6,0,25,44.6,25,0,1,2,0,0,0,0.0,
Sean Greeley,129513,LB,MARYLAND,1,2,0,215,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Ruben Hyppolite II,129516,LB,MARYLAND,12,281,0,215,1,1.2,55.6,69.0,20.4,11.3,0,1,11.1,63.0,0,30,20.0,1,0,60.9,5,116,41.3,168,2,3,9,0,27,36,0.3,5.4,0,1,4.5,93.8,93.2,8.9,8.4,0,1,6.3,40.4,0,42,11.1,1,1,117.4,15,136,48.4,146,1,7,16,0,195,126,1.5,13.0
TJ Kautai,129520,LB,MARYLAND,1,3,0,215,0,-4.0,100.0,100.0,2.0,2.0,0,0,0.0,55.8,0,5,,0,0,87.5,1,2,66.7,2,0,0,1,0,5,9,2.5,5.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Devyn King,129521,CB,MARYLAND,2,5,0,215,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.8,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
Glendon Miller,129525,S,MARYLAND,4,31,0,215,0,-5.0,50.0,100.0,14.0,7.0,0,0,0.0,48.9,0,4,0.0,0,0,56.3,1,16,51.6,16,0,2,2,0,4,13,0.3,4.0,0,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,13,41.9,13,0,0,0,0,0,0,0.0,
Shane Mosley,129526,S,MARYLAND,1,2,0,215,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Greg China-Rose,129531,DI,MARYLAND,12,1,0,215,0,,,0.9,,,0,0,,60.1,0,,0.0,0,0,0.0,0,1,100.0,107,3,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,88,1,0,0,0,0,0,,
Osita Smith,129534,S,MARYLAND,1,4,0,215,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Tarheeb Still,129537,CB,MARYLAND,12,403,0,215,0,14.1,55.0,96.1,8.3,4.6,0,7,17.5,58.0,0,34,15.8,3,5,117.6,22,198,49.1,206,4,16,40,6,289,77,1.6,13.1,0,2,12.8,70.4,95.1,8.9,6.3,0,3,11.1,58.1,0,39,16.7,4,3,100.5,19,174,43.2,183,2,18,27,0,258,50,1.5,13.6
Jaylen Harrell,129579,ED,MICHIGAN,10,30,0,222,0,-2.0,100.0,72.7,7.0,7.0,0,0,0.0,56.2,0,5,0.0,0,0,87.5,1,8,26.7,11,1,1,1,0,5,7,0.7,5.0,0,1,9.5,100.0,52.6,10.0,10.0,0,0,0.0,47.9,0,15,0.0,0,0,112.5,2,20,66.7,38,0,0,2,0,22,3,1.1,11.0
Nikhai Hill-Green,129582,LB,MICHIGAN,12,140,0,222,1,8.0,100.0,73.0,13.0,13.0,0,0,0.0,52.9,0,14,0.0,0,0,158.3,2,27,19.3,37,0,1,2,1,27,11,1.0,13.5,0,2,4.7,57.1,94.3,20.3,11.6,0,1,14.3,65.8,0,19,0.0,0,0,80.1,4,82,58.6,87,0,4,7,0,51,33,0.6,12.8
Braiden McGregor,129586,ED,MICHIGAN,8,3,0,222,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,8.7,,,0,0,,61.3,0,,,0,0,0.0,0,2,66.7,23,0,0,0,0,0,0,0.0,
William Mohan,129587,LB,TENNESSEE,2,8,0,307,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,3,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,83.3,5.0,5.0,0,0,0.0,74.1,0,6,0.0,0,0,91.7,1,5,62.5,6,1,3,1,0,6,5,1.2,6.0
Jordan Morant,129588,S,MICHIGAN,3,4,0,222,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
R.J. Moten,129589,S,MICHIGAN,12,256,0,222,0,-0.7,100.0,91.3,22.3,22.3,1,1,33.3,74.6,1,8,0.0,0,1,39.6,3,73,28.5,80,1,1,3,0,9,11,0.1,3.0,0,1,8.1,80.0,97.0,15.8,12.6,1,1,10.0,53.8,0,33,8.3,1,1,114.6,8,131,51.2,135,3,10,10,0,115,31,0.9,14.4
Kalel Mullings,129590,LB,MICHIGAN,6,38,0,222,0,-2.0,100.0,75.0,6.0,6.0,0,0,0.0,64.2,0,5,0.0,0,0,87.5,1,6,15.8,8,0,1,1,0,5,7,0.8,5.0,0,0,2.0,100.0,87.5,20.0,20.0,0,0,0.0,52.7,0,12,,0,0,116.7,1,21,55.3,24,0,0,1,0,12,10,0.6,12.0
Makari Paige,129592,S,MICHIGAN,7,26,0,222,0,-9.0,0.0,100.0,,4.0,0,0,0.0,61.2,0,,,0,0,39.6,0,4,15.4,4,0,0,1,0,0,0,0.0,,0,0,24.0,100.0,93.3,14.0,14.0,0,0,0.0,31.3,0,25,,0,0,158.3,1,14,53.8,15,0,0,1,1,25,1,1.8,25.0
Cornell Wheeler,129603,LB,KANSAS,1,1,0,198,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,18,,0,0,118.8,1,1,100.0,1,0,0,1,0,18,13,18.0,18.0
Simeon Barrow,129606,DI,MICH STATE,9,1,0,223,0,,,0.0,,,0,0,,61.2,0,,0.0,0,0,0.0,0,0,0.0,46,1,1,0,0,0,0,,,0,0,,,0.6,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,166,3,0,0,0,0,0,0.0,
Angelo Grose,129618,S,MICH STATE,12,616,0,223,0,16.6,60.0,97.1,15.3,9.2,0,2,20.0,50.1,0,93,12.5,1,1,143.8,6,99,16.1,102,0,7,10,2,182,105,2.0,30.3,0,7,12.7,58.8,99.2,37.3,21.9,1,2,11.8,69.4,1,27,15.6,7,2,92.8,10,382,62.0,385,5,31,17,2,110,44,0.3,11.0
Cal Haladay,129620,LB,MICH STATE,12,452,0,223,0,-2.5,100.0,64.7,12.8,12.8,0,0,0.0,82.5,1,5,40.0,2,0,39.6,4,55,12.2,85,0,3,4,0,9,19,0.2,2.3,0,10,4.7,77.8,84.7,10.0,7.8,0,2,5.6,60.8,0,28,21.6,8,2,98.8,28,287,63.5,339,7,19,36,0,278,175,1.0,9.9
Devin Hightower,129621,LB,CINCINNATI,2,7,0,138,0,-4.0,100.0,100.0,3.0,3.0,0,0,0.0,71.8,0,4,0.0,0,0,83.3,1,5,71.4,5,1,1,1,0,4,8,1.3,4.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,1,0,0,0,0,0,0,0.0,
Jeff Pietrowski,129631,ED,MICH STATE,12,10,0,223,1,,,3.4,,,0,0,,62.4,0,,0.0,0,0,0.0,0,2,20.0,59,1,0,0,0,0,0,0.0,,0,1,-5.0,100.0,4.3,8.0,8.0,0,0,0.0,63.2,0,2,33.3,1,0,79.2,1,8,80.0,187,4,1,1,0,2,7,0.3,2.0
Darius Snow,129635,S,MICH STATE,12,379,0,223,0,9.8,62.5,94.9,10.8,6.8,0,0,0.0,47.6,0,30,0.0,0,0,116.1,5,56,14.8,59,0,1,8,1,43,9,0.8,8.6,0,2,3.7,84.4,98.0,6.2,5.3,0,1,2.2,61.0,1,39,17.8,8,1,95.9,38,244,64.4,249,14,35,45,1,336,238,1.4,8.8
Justin White,129640,CB,MICH STATE,6,49,0,223,0,5.3,100.0,100.0,4.0,4.0,0,0,0.0,50.2,0,15,0.0,0,0,102.8,3,12,24.5,12,0,3,3,0,26,10,2.2,8.7,0,2,13.0,50.0,95.5,10.5,5.3,0,1,25.0,67.7,1,13,0.0,0,1,28.1,2,21,42.9,22,0,0,4,0,23,4,1.1,11.5
Itayvion Brown,129643,ED,MICH STATE,4,4,0,223,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.3,0,,,0,0,0.0,0,3,75.0,18,0,0,0,0,0,0,0.0,
Jaqwondis Burns,129644,LB,MINNESOTA,2,21,0,225,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,1,0,0,0,0,0,0,0.0,,0,1,,,90.9,,,0,0,,65.0,0,,0.0,0,0,0.0,0,10,47.6,11,0,0,0,0,0,0,0.0,
Michael Dixon,129646,S,MINNESOTA,12,129,0,225,0,29.0,0.0,100.0,,28.0,0,0,0.0,66.1,0,,,0,0,39.6,0,29,22.5,29,0,0,1,0,0,0,0.0,,0,1,20.3,100.0,97.5,23.7,23.7,0,0,0.0,56.9,0,32,16.7,1,0,158.3,3,79,61.2,81,0,4,3,1,76,17,1.1,25.3
Jah Joyner,129655,ED,MINNESOTA,3,1,0,225,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,
Cody Lindenberg,129660,LB,MINNESOTA,1,8,0,225,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.3,0,,0.0,0,0,0.0,0,7,87.5,7,0,1,0,0,0,0,0.0,
Jimari Butler,129679,ED,NEBRASKA,2,2,0,238,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,100.0,8,0,0,0,0,0,0,0.0,
Niko Cooper,129683,ED,W KENTUCKY,7,1,0,346,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,23,0,0,0,0,0,0,0.0,
Ronald Delancy III,129686,CB,TOLEDO,4,33,0,316,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,8,24.2,8,0,0,0,0,0,0,0.0,,0,1,4.7,66.7,100.0,8.0,5.3,0,1,33.3,70.7,0,8,0.0,0,1,70.1,2,17,51.5,17,1,1,3,0,8,8,0.5,4.0
Isaac Gifford,129689,CB,NEBRASKA,5,56,0,238,0,11.0,0.0,93.3,,11.0,0,0,0.0,65.2,0,,,0,0,39.6,0,14,25.0,15,0,0,1,0,0,0,0.0,,0,0,4.0,80.0,97.0,7.8,6.2,1,1,20.0,63.3,0,9,66.7,2,1,90.8,4,32,57.1,33,0,1,5,0,29,27,0.9,7.3
Nadab Joseph,129695,CB,NEBRASKA,1,1,0,238,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Tamon Lynum,129699,CB,NEBRASKA,1,1,0,238,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Eteva Mauga-Clements,129700,LB,NEBRASKA,2,11,0,238,0,10.0,0.0,100.0,,3.0,0,1,100.0,61.1,0,,,0,1,39.6,0,4,36.4,4,0,0,1,0,0,0,0.0,,0,0,10.0,100.0,85.7,6.0,6.0,0,0,0.0,64.6,0,10,0.0,0,0,108.3,1,6,54.5,7,1,1,1,0,10,0,1.7,10.0
Pheldarius Payne,129709,ED,NEBRASKA,10,9,0,238,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,36,1,0,0,0,0,0,,,0,0,6.0,100.0,11.7,9.0,9.0,0,0,0.0,57.2,0,43,0.0,0,0,118.8,1,9,100.0,77,1,3,1,0,43,37,4.8,43.0
Cullen Coleman,129720,TE,NWESTERN,1,1,0,256,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Garnett Hollis Jr.,129725,CB,NWESTERN,4,11,0,256,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,10.0,10.0,0,0,0.0,66.7,0,5,0.0,0,0,87.5,1,10,90.9,10,0,1,1,0,5,0,0.5,5.0
Jaheem Joseph,129726,S,NWESTERN,4,11,0,256,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,12.0,0.0,100.0,,10.0,0,0,0.0,64.6,0,,,0,0,39.6,0,10,90.9,10,0,0,1,0,0,0,0.0,
Gunner Maldonado,129727,S,ARIZONA,9,145,0,109,0,7.5,66.7,100.0,15.3,10.2,0,0,0.0,54.7,0,25,25.0,1,0,134.7,4,68,46.9,68,0,3,6,1,54,24,0.9,13.5,0,1,9.5,50.0,93.7,53.0,26.5,0,1,50.0,75.9,1,9,33.3,2,1,22.9,1,59,40.7,63,0,3,2,0,9,9,0.2,9.0
Sean McLaughlin,129728,ED,NWESTERN,12,11,0,256,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,23,0,0,0,0,0,0,,,0,1,4.7,100.0,10.6,2.7,2.7,0,0,0.0,55.7,0,19,0.0,0,0,111.1,3,9,81.8,85,2,3,3,0,32,18,4.0,10.7
Greyson Metz,129729,LB,NWESTERN,1,2,0,256,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,5,,0,0,87.5,1,1,50.0,1,0,0,1,0,5,8,5.0,5.0,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,2,0,0,0,0,0,0,0.0,
Xander Mueller,129731,LB,NWESTERN,4,20,0,256,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,1,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,100.0,16.0,16.0,0,0,0.0,56.7,0,7,50.0,1,0,95.8,1,16,80.0,16,1,1,1,0,7,3,0.4,7.0
Nigel Williams,129739,CB,NWESTERN,1,3,0,256,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Lejond Cavazos,129741,CB,OHIO STATE,8,61,0,260,0,14.5,50.0,100.0,5.5,2.8,0,1,25.0,59.6,0,13,,0,1,109.4,2,12,19.7,12,0,0,4,1,25,13,2.3,12.5,0,1,9.7,57.1,100.0,10.0,5.7,0,0,0.0,54.6,0,12,12.5,1,0,69.9,4,40,65.6,40,1,6,7,0,34,7,0.9,8.5
Jacolbe Cowan,129743,ED,OHIO STATE,7,2,0,260,0,1.0,100.0,0.0,0.0,0.0,0,0,0.0,60.0,0,10,100.0,1,0,108.3,1,0,0.0,4,0,0,1,0,10,9,,10.0,0,0,,,11.8,,,0,0,,61.6,0,,0.0,0,0,0.0,0,2,100.0,17,1,1,0,0,0,0,0.0,
Cameron Martinez,129752,CB,OHIO STATE,8,117,0,260,1,14.0,40.0,100.0,13.0,5.2,0,2,40.0,68.2,0,21,33.3,1,2,106.7,2,30,25.6,30,0,1,5,1,38,23,1.5,19.0,0,0,2.1,72.7,96.3,9.6,7.0,0,1,9.1,76.6,1,15,37.5,3,1,53.6,8,78,66.7,81,1,5,11,0,76,69,1.0,9.5
Lathan Ransom,129755,CB,OHIO STATE,12,269,0,260,0,11.2,64.3,100.0,8.1,5.2,0,1,7.1,53.7,0,72,20.0,2,1,147.3,9,80,29.7,80,2,8,14,2,204,93,2.8,22.7,0,3,4.1,76.5,95.4,12.2,9.4,1,2,11.8,72.2,0,23,26.3,5,2,88.6,13,165,61.3,173,3,11,17,0,93,69,0.6,7.2
Cody Simon,129757,LB,OHIO STATE,12,210,0,260,1,8.8,60.0,72.0,16.3,9.8,0,0,0.0,46.6,0,11,33.3,1,0,115.0,3,54,25.7,75,1,1,5,1,28,15,0.6,9.3,0,3,7.0,69.2,83.5,14.2,9.8,0,0,0.0,46.4,1,18,33.3,4,0,57.5,9,132,62.9,158,0,5,13,0,93,46,0.7,10.3
Ryan Watts,129762,CB,OHIO STATE,6,61,0,260,0,19.3,33.3,100.0,17.0,5.7,0,0,0.0,60.8,0,12,,0,0,86.1,1,17,27.9,17,0,0,3,1,12,0,0.7,12.0,0,1,19.5,50.0,100.0,34.0,17.0,0,0,0.0,66.3,2,1,0.0,0,0,16.7,1,35,57.4,35,0,3,2,0,1,1,0.0,1.0
Kourt Williams II,129763,S,OHIO STATE,5,78,0,260,0,-2.0,100.0,100.0,6.0,6.0,0,0,0.0,71.2,0,-1,0.0,0,0,79.2,1,6,7.7,6,1,1,1,0,-1,1,-0.2,-1.0,0,0,2.5,75.0,98.4,19.7,14.8,0,1,25.0,72.2,0,13,16.7,1,0,79.2,3,60,76.9,61,2,5,4,0,14,18,0.2,4.7
Ji'Ayir Brown,129767,S,PENN STATE,12,330,0,266,0,7.0,70.0,96.7,11.6,8.1,0,1,10.0,79.4,2,9,16.7,1,1,72.1,7,89,27.0,92,0,5,10,1,43,19,0.5,6.1,0,1,10.2,58.3,95.5,23.1,13.5,1,2,16.7,58.4,2,44,26.3,5,2,78.5,7,170,51.5,178,3,13,12,1,114,49,0.7,16.3
Sebastian Costantini,129770,S,PENN STATE,1,16,0,266,0,19.0,0.0,100.0,,2.0,0,1,100.0,76.2,0,,,0,1,39.6,0,3,18.8,3,0,0,1,0,0,0,0.0,,0,0,-3.0,100.0,100.0,9.0,9.0,0,0,0.0,55.7,0,6,,0,0,91.7,1,10,62.5,10,0,0,1,0,6,9,0.7,6.0
Tyler Elsdon,129775,LB,PENN STATE,2,25,0,266,0,6.0,100.0,77.8,7.0,7.0,0,0,0.0,51.0,0,25,100.0,1,0,118.8,1,7,28.0,9,0,0,1,0,25,19,3.6,25.0,0,0,6.0,100.0,88.2,7.0,7.0,0,0,0.0,50.5,0,13,0.0,0,0,106.3,2,15,60.0,17,0,1,2,0,19,7,1.4,9.5
Coziah Izzard,129784,DI,PENN STATE,11,2,0,266,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,48,0,0,0,0,0,0,,,0,0,,,1.7,,,0,0,,55.6,0,,100.0,2,0,0.0,0,2,100.0,121,2,0,0,0,0,0,0.0,
Curtis Jacobs,129785,LB,PENN STATE,11,170,0,266,0,4.0,66.7,67.6,11.5,7.7,0,0,0.0,56.7,0,12,0.0,0,0,78.5,2,25,14.7,37,1,1,3,0,15,5,0.7,7.5,0,4,1.3,78.3,78.3,5.8,4.5,0,0,0.0,59.8,0,22,16.7,3,0,89.3,18,108,63.5,138,6,11,23,0,125,107,1.2,6.9
Geo Howard,129816,CB,CHARLOTTE,10,219,0,136,0,15.8,62.5,98.4,5.9,3.7,0,2,12.5,36.4,0,51,22.2,2,2,145.8,10,62,28.3,63,0,7,16,2,221,78,3.7,22.1,0,0,13.4,68.8,100.0,8.7,6.0,0,0,0.0,60.2,0,50,6.3,1,0,112.8,11,101,46.1,101,3,15,16,1,125,17,1.3,11.4
Kydran Jenkins,129818,ED,PURDUE,12,15,0,273,0,,,5.3,,,0,0,,65.7,0,,0.0,0,0,0.0,0,3,20.0,57,0,3,0,0,0,0,0.0,,0,0,-1.5,50.0,10.6,12.0,6.0,0,1,50.0,65.9,0,13,,0,1,70.8,1,12,80.0,113,4,0,2,0,13,17,1.1,13.0
Sanoussi Kane,129820,CB,PURDUE,6,41,0,273,0,24.0,0.0,100.0,,5.0,0,0,0.0,63.5,0,,,0,0,39.6,0,6,14.6,6,0,0,1,0,0,0,0.0,,0,0,8.0,100.0,100.0,28.0,28.0,0,0,0.0,62.3,0,8,0.0,0,0,100.0,1,31,75.6,31,1,2,1,0,8,0,0.3,8.0
DaMarcus Mitchell,129826,ED,PURDUE,10,15,0,273,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.7,15,0,0,0,0,0,0,0.0,,0,0,,,16.0,,,0,0,,74.6,0,,0.0,0,0,0.0,0,12,80.0,75,4,2,0,0,0,0,0.0,
Anthony Romphf,129830,CB,PURDUE,2,17,0,273,0,,,100.0,,,0,0,,45.5,0,,,0,0,0.0,0,4,23.5,4,0,0,0,0,0,0,0.0,,0,0,24.0,0.0,100.0,,6.0,0,0,0.0,70.8,0,,,0,0,39.6,0,13,76.5,13,0,0,2,0,0,0,0.0,
Clyde Washington,129837,LB,PURDUE,2,5,0,273,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
Jordan Dunbar,129844,CB,RICE,12,341,0,275,1,13.7,40.9,100.0,14.2,5.8,0,5,22.7,75.4,0,23,0.0,0,3,86.9,9,141,41.3,141,1,5,22,2,108,28,0.8,12.0,0,0,13.6,78.3,99.3,7.2,5.6,0,2,8.7,53.9,0,65,11.8,2,2,133.2,18,139,40.8,140,4,15,23,1,317,111,2.5,17.6
Terreance Ellis,129845,LB,RICE,2,9,0,275,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,72.1,1,,0.0,0,0,0.0,0,7,77.8,7,0,1,0,0,0,0,0.0,
Sean Fresch,129846,CB,RICE,12,318,0,275,0,16.3,45.0,100.0,13.1,5.9,0,4,20.0,59.8,1,35,22.2,2,2,50.8,9,129,40.6,129,0,7,20,0,154,23,1.3,17.1,0,1,14.2,54.5,99.3,21.5,11.7,0,0,0.0,58.6,0,68,9.1,1,0,127.5,6,134,42.1,135,4,9,11,1,131,61,1.0,21.8
Lamont Narcisse,129858,CB,RICE,1,4,0,275,0,9.0,0.0,100.0,,2.0,0,0,0.0,59.1,0,,,0,0,39.6,0,4,100.0,4,0,0,2,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Gabe Taylor,129865,CB,RICE,12,322,0,275,1,9.3,72.7,100.0,5.3,3.8,1,3,9.1,47.7,1,33,21.7,5,2,118.6,24,138,42.9,138,6,17,33,3,303,135,2.4,12.6,0,0,13.6,56.3,100.0,13.7,7.7,0,1,6.3,77.9,2,33,25.0,4,1,36.5,9,129,40.1,129,5,12,16,0,104,48,0.8,11.6
Plae Wyatt,129868,S,RICE,6,43,0,275,2,,,83.3,,,0,0,,64.0,0,,0.0,0,0,0.0,0,20,46.5,24,0,2,0,0,0,0,0.0,,0,0,24.0,0.0,83.3,,15.0,0,1,100.0,73.0,0,,0.0,0,0,39.6,0,15,34.9,18,0,2,1,0,0,0,0.0,
Chris Long,129885,CB,RUTGERS,3,21,0,278,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,11,52.4,11,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,6,28.6,6,0,0,0,0,0,0,0.0,
Robert Longerbeam,129886,CB,RUTGERS,9,148,0,278,0,15.7,31.6,100.0,12.3,3.9,0,2,10.5,60.3,0,25,0.0,0,1,44.0,6,79,53.4,79,4,8,19,0,71,10,1.0,11.8,0,0,11.5,30.0,97.6,12.3,3.7,1,1,10.0,57.0,0,30,14.3,1,1,54.2,3,40,27.0,41,2,6,10,0,65,28,1.8,21.7
Joe Lusardi,129887,S,RUTGERS,5,22,0,278,0,,,100.0,,,0,1,,59.1,0,,,0,1,0.0,0,10,45.5,10,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,7,31.8,7,0,0,0,0,0,0,0.0,
Elijuwan Mack,129888,S,RUTGERS,1,3,0,278,0,8.0,0.0,100.0,,2.0,0,1,100.0,78.9,0,,,0,1,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Max Melton,129889,CB,RUTGERS,9,222,0,278,0,18.8,56.3,100.0,10.9,6.1,0,3,18.8,60.5,1,67,25.0,1,3,111.2,9,106,47.7,106,0,3,16,4,187,75,1.9,20.8,0,1,10.6,66.7,100.0,8.8,5.9,0,0,0.0,61.4,1,47,0.0,0,0,63.4,6,54,24.3,54,1,6,9,0,98,26,1.8,16.3
Tyreem Powell,129900,LB,RUTGERS,10,99,0,278,0,-1.3,33.3,63.2,41.0,13.7,0,0,0.0,61.9,0,2,0.0,0,0,42.4,1,43,43.4,68,0,1,3,0,2,3,0.0,2.0,0,0,12.3,66.7,83.8,14.5,9.7,0,0,0.0,64.2,1,26,0.0,0,0,65.3,2,31,31.3,37,1,2,3,0,34,2,1.2,17.0
